node,betweeness_centrality,node_type
Fundus atrophy,0.0,effect/phenotype
Progressive night blindness,0.0,effect/phenotype
Retinal detachment,0.0,effect/phenotype
Progressive visual field defects,0.0,effect/phenotype
Photopsia,0.0,effect/phenotype
EEG abnormality,0.0,effect/phenotype
Developmental regression,0.0,effect/phenotype
Periorbital fullness,0.0,effect/phenotype
Self-injurious behavior,0.0,effect/phenotype
Choreoathetosis,0.0,effect/phenotype
Regional abnormality of skin,0.0,effect/phenotype
Abnormal hair whorl,0.0,effect/phenotype
Broad hallux,0.0,effect/phenotype
Hypointensity of cerebral white matter on MRI,0.0,effect/phenotype
High-frequency hearing impairment,0.0,effect/phenotype
Broad columella,0.0,effect/phenotype
Areflexia,0.0,effect/phenotype
Abnormal dermatoglyphics,0.0,effect/phenotype
Thick nasal alae,0.0,effect/phenotype
2-3 toe syndactyly,0.0,effect/phenotype
Meckel diverticulum,0.0,effect/phenotype
Long palpebral fissure,0.0,effect/phenotype
Severe postnatal growth retardation,0.0,effect/phenotype
Downturned corners of mouth,0.0,effect/phenotype
Depressed nasal tip,0.0,effect/phenotype
Dandy-Walker malformation,0.0,effect/phenotype
Decreased muscle mass,0.0,effect/phenotype
Small forehead,0.0,effect/phenotype
Hypoplasia of the maxilla,0.0,effect/phenotype
Low frustration tolerance,0.0,effect/phenotype
Retinal flecks,0.0,effect/phenotype
Left ventricular noncompaction,0.0,effect/phenotype
Persistent head lag,0.0,effect/phenotype
Deviated nasal septum,0.0,effect/phenotype
Poor head control,0.0,effect/phenotype
Lower extremity joint dislocation,0.0,effect/phenotype
Brain abscess,0.0,effect/phenotype
Unusual skin infection,0.0,effect/phenotype
"Macroorchidism, postpubertal",0.0,effect/phenotype
"Ambiguous genitalia, female",0.0,effect/phenotype
Tall stature,0.0,effect/phenotype
Macrotia,0.0,effect/phenotype
Narrow nasal bridge,0.0,effect/phenotype
Dysplastic corpus callosum,0.0,effect/phenotype
Right ventricular hypertrophy,0.0,effect/phenotype
Retractile testis,0.0,effect/phenotype
Abnormal cortical gyration,0.0,effect/phenotype
Increased head circumference,0.0,effect/phenotype
Impulsivity,0.0,effect/phenotype
Pineal cyst,0.0,effect/phenotype
Neonatal hypotonia,0.0,effect/phenotype
Slender build,0.0,effect/phenotype
Abnormal cerebral white matter morphology,0.0,effect/phenotype
Slender toe,0.0,effect/phenotype
Impaired social interactions,0.0,effect/phenotype
Decreased serum testosterone level,0.0,effect/phenotype
Visual impairment,0.0,effect/phenotype
Speech apraxia,0.0,effect/phenotype
Thick corpus callosum,0.0,effect/phenotype
Retinal arteriolar constriction,0.0,effect/phenotype
Bicuspid aortic valve,0.0,effect/phenotype
Abnormal light-adapted flicker electroretinogram,0.0,effect/phenotype
Intrahepatic bile duct dilatation,0.0,effect/phenotype
Photoreceptor layer loss on macular OCT,0.0,effect/phenotype
Posterior polar cataract,0.0,effect/phenotype
Hyperautofluorescent retinal lesion,0.0,effect/phenotype
Progressive visual loss,0.0,effect/phenotype
Postaxial polydactyly,0.0,effect/phenotype
Abnormal lung morphology,0.0,effect/phenotype
Pallor,0.0,effect/phenotype
Abnormal electroretinogram,0.0,effect/phenotype
Macular coloboma,0.0,effect/phenotype
Peripapillary atrophy,0.0,effect/phenotype
Geographic atrophy,0.0,effect/phenotype
Cortical cataract,0.0,effect/phenotype
Abnormal light- and dark-adapted electroretinogram,0.0,effect/phenotype
Decreased light- and dark-adapted electroretinogram amplitude,0.0,effect/phenotype
Synostosis involving the 1st metacarpal,0.0,effect/phenotype
Drusen,0.0,effect/phenotype
Recurrent fractures,0.0,effect/phenotype
Long palm,0.0,effect/phenotype
Reduced tendon reflexes,0.0,effect/phenotype
Long fingers,0.0,effect/phenotype
Long hallux,0.0,effect/phenotype
Prominent protruding coccyx,0.0,effect/phenotype
Color vision defect,0.0,effect/phenotype
Thickened helices,0.0,effect/phenotype
Toenail dysplasia,0.0,effect/phenotype
Abnormality of the septum pellucidum,0.0,effect/phenotype
Oral-pharyngeal dysphagia,0.0,effect/phenotype
Undetectable electroretinogram,0.0,effect/phenotype
Wide intermamillary distance,0.0,effect/phenotype
Rod-cone dystrophy,0.0,effect/phenotype
Gait imbalance,0.0,effect/phenotype
Chorioretinal degeneration,0.0,effect/phenotype
Macular degeneration,0.0,effect/phenotype
Peripheral visual field loss,0.0,effect/phenotype
Talipes cavus equinovarus,0.0,effect/phenotype
Mucosal telangiectasiae,0.0,effect/phenotype
Parotitis,0.0,effect/phenotype
Osteomyelitis leading to amputation due to slow healing fractures,0.0,effect/phenotype
Mandibular osteomyelitis,0.0,effect/phenotype
Abnormal heart morphology,0.0,effect/phenotype
Clinodactyly of the 2nd toe,0.0,effect/phenotype
Shortening of all distal phalanges of the fingers,0.0,effect/phenotype
Moderate sensorineural hearing impairment,0.0,effect/phenotype
Mild neurosensory hearing impairment,0.0,effect/phenotype
Ectopic kidney,0.0,effect/phenotype
Sparse body hair,0.0,effect/phenotype
Widened subarachnoid space,0.0,effect/phenotype
Increased serum lactate,0.0,effect/phenotype
Thick vermilion border,0.0,effect/phenotype
Facial asymmetry,0.0,effect/phenotype
Nail dysplasia,0.0,effect/phenotype
Poor speech,0.0,effect/phenotype
Narrow face,0.0,effect/phenotype
Facial palsy,0.0,effect/phenotype
Delayed gross motor development,0.0,effect/phenotype
Thickened ears,0.0,effect/phenotype
Toe syndactyly,0.0,effect/phenotype
Hyperhidrosis,0.0,effect/phenotype
Down-sloping shoulders,0.0,effect/phenotype
Hypsarrhythmia,0.0,effect/phenotype
Generalized myoclonic seizure,0.0,effect/phenotype
Generalized non-motor (absence) seizure,0.0,effect/phenotype
Foot osteomyelitis,0.0,effect/phenotype
Incomplete penetrance,0.0,effect/phenotype
Status epilepticus,0.0,effect/phenotype
Lower limb hyperreflexia,0.0,effect/phenotype
Supernumerary nipple,0.0,effect/phenotype
Congenital hip dislocation,0.0,effect/phenotype
Large fontanelles,0.0,effect/phenotype
Eczema,0.0,effect/phenotype
Decreased HDL cholesterol concentration,0.0,effect/phenotype
Urinary incontinence,0.0,effect/phenotype
Plagiocephaly,0.0,effect/phenotype
Diastema,0.0,effect/phenotype
Abnormality of dental morphology,0.0,effect/phenotype
Incomprehensible speech,0.0,effect/phenotype
Abnormal parotid gland morphology,0.0,effect/phenotype
Sacral dimple,0.0,effect/phenotype
Neurological speech impairment,0.0,effect/phenotype
Short palm,0.0,effect/phenotype
Growth abnormality,0.0,effect/phenotype
Broad neck,0.0,effect/phenotype
Abnormality of the basal ganglia,0.0,effect/phenotype
Abnormality of eye movement,0.0,effect/phenotype
Hypoplasia of the musculature,0.0,effect/phenotype
Large forehead,0.0,effect/phenotype
Broad face,0.0,effect/phenotype
High myopia,0.0,effect/phenotype
Prominent coccyx,0.0,effect/phenotype
Webbed neck,0.0,effect/phenotype
Narrow palm,0.0,effect/phenotype
Abnormal hair pattern,0.0,effect/phenotype
Cough,0.0,effect/phenotype
Shock,0.0,effect/phenotype
Abnormality of the spleen,0.0,effect/phenotype
Septic arthritis,0.0,effect/phenotype
Acute infectious pneumonia,0.0,effect/phenotype
Carbuncle,0.0,effect/phenotype
Furuncle,0.0,effect/phenotype
Infertility,0.0,effect/phenotype
Premature coronary artery atherosclerosis,0.0,effect/phenotype
Small fontanelle,0.0,effect/phenotype
Hypoplastic nasal bridge,0.0,effect/phenotype
Apneic episodes in infancy,0.0,effect/phenotype
Developmental cataract,0.0,effect/phenotype
Triphalangeal thumb,0.0,effect/phenotype
Almond-shaped palpebral fissure,0.0,effect/phenotype
Increased LDL cholesterol concentration,0.0,effect/phenotype
Equinovarus deformity,0.0,effect/phenotype
"Intellectual disability, profound",0.0,effect/phenotype
Abnormality of chromosome segregation,0.0,effect/phenotype
Hernia of the abdominal wall,0.0,effect/phenotype
Brain atrophy,0.0,effect/phenotype
Sleep-wake cycle disturbance,0.0,effect/phenotype
Trigonocephaly,0.0,effect/phenotype
Overlapping toe,0.0,effect/phenotype
Short digit,0.0,effect/phenotype
Round face,0.0,effect/phenotype
Ebstein anomaly of the tricuspid valve,0.0,effect/phenotype
Rocker bottom foot,0.0,effect/phenotype
Pes planus,0.0,effect/phenotype
Tetraparesis,0.0,effect/phenotype
Shawl scrotum,0.0,effect/phenotype
Abnormality of earlobe,0.0,effect/phenotype
Cerebellar vermis hypoplasia,0.0,effect/phenotype
Small nail,0.0,effect/phenotype
Esotropia,0.0,effect/phenotype
Triangular face,0.0,effect/phenotype
Sleep disturbance,0.0,effect/phenotype
Stereotypy,0.0,effect/phenotype
Epicanthus inversus,0.0,effect/phenotype
Cupped ear,0.0,effect/phenotype
Low posterior hairline,0.0,effect/phenotype
Chorioretinal atrophy,0.0,effect/phenotype
Severe muscular hypotonia,0.0,effect/phenotype
"Intellectual disability, progressive",0.0,effect/phenotype
Talipes calcaneovarus,0.0,effect/phenotype
Spastic diplegia,0.0,effect/phenotype
Tricuspid regurgitation,0.0,effect/phenotype
Pseudobulbar paralysis,0.0,effect/phenotype
Caesarian section,0.0,effect/phenotype
Sparse hair,0.0,effect/phenotype
Contractures of the large joints,0.0,effect/phenotype
Poor coordination,0.0,effect/phenotype
Alacrima,0.0,effect/phenotype
Cubitus valgus,0.0,effect/phenotype
Camptodactyly of finger,0.0,effect/phenotype
External ophthalmoplegia,0.0,effect/phenotype
Non-midline cleft lip,0.0,effect/phenotype
Visual loss,0.0,effect/phenotype
Misalignment of teeth,0.0,effect/phenotype
Distal lower limb amyotrophy,0.0,effect/phenotype
Nasolacrimal duct obstruction,0.0,effect/phenotype
Visual field defect,0.0,effect/phenotype
Posterior subcapsular cataract,0.0,effect/phenotype
Attenuation of retinal blood vessels,0.0,effect/phenotype
Immotile cilia,0.0,effect/phenotype
Delayed ability to walk,0.0,effect/phenotype
Furrowed tongue,0.0,effect/phenotype
"Intellectual disability, severe",0.0,effect/phenotype
Lower limb hypertonia,0.0,effect/phenotype
Aggressive behavior,0.0,effect/phenotype
Broad chin,0.0,effect/phenotype
Macular atrophy,0.0,effect/phenotype
Undetectable light- and dark-adapted electroretinogram,0.0,effect/phenotype
Macular edema,0.0,effect/phenotype
Distal muscle weakness,0.0,effect/phenotype
Progressive spastic paraplegia,0.0,effect/phenotype
Myoclonus,0.0,effect/phenotype
Talipes equinovarus,0.0,effect/phenotype
Abnormal cardiac ventricular function,0.0,effect/phenotype
Patchy alopecia,0.0,effect/phenotype
Hyperactive patellar reflex,0.0,effect/phenotype
Arnold-Chiari type I malformation,0.0,effect/phenotype
Generalized-onset seizure,0.0,effect/phenotype
Bilateral cryptorchidism,0.0,effect/phenotype
Anterior pituitary hypoplasia,0.0,effect/phenotype
"High, narrow palate",0.0,effect/phenotype
Infantile constant exotropia,0.0,effect/phenotype
Restlessness,0.0,effect/phenotype
Abnormality of movement,0.0,effect/phenotype
Erectile dysfunction,0.0,effect/phenotype
Elevated serum creatine kinase,0.0,effect/phenotype
Sensory neuropathy,0.0,effect/phenotype
Abnormality of the mouth,0.0,effect/phenotype
Oligomenorrhea,0.0,effect/phenotype
Difficulty walking,0.0,effect/phenotype
Distal amyotrophy,0.0,effect/phenotype
Difficulty standing,0.0,effect/phenotype
Horizontal nystagmus,0.0,effect/phenotype
Aplasia/Hypoplasia of the mandible,0.0,effect/phenotype
Cholestatic liver disease,0.0,effect/phenotype
Prolonged QT interval,0.0,effect/phenotype
Inverted nipples,0.0,effect/phenotype
Hypoplastic toenails,0.0,effect/phenotype
Proportionate tall stature,0.0,effect/phenotype
Scanning speech,0.0,effect/phenotype
Poor fine motor coordination,0.0,effect/phenotype
Muscle spasm,0.0,effect/phenotype
Fasciculations,0.0,effect/phenotype
Calf muscle hypertrophy,0.0,effect/phenotype
EMG: neuropathic changes,0.0,effect/phenotype
Dysmetric saccades,0.0,effect/phenotype
Limb muscle weakness,0.0,effect/phenotype
Splayed toes,0.0,effect/phenotype
Madelung deformity,0.0,effect/phenotype
Nevus,0.0,effect/phenotype
Reduced bone mineral density,0.0,effect/phenotype
Numerous congenital melanocytic nevi,0.0,effect/phenotype
External ear malformation,0.0,effect/phenotype
Neck pterygia,0.0,effect/phenotype
Short 4th metacarpal,0.0,effect/phenotype
Aplasia/Hypoplasia of the nipples,0.0,effect/phenotype
Enlargement of the distal femoral epiphysis,0.0,effect/phenotype
Increased serum insulin-like growth factor 1,0.0,effect/phenotype
Growth hormone excess,0.0,effect/phenotype
Premature pubarche,0.0,effect/phenotype
Hypertrophic cardiomyopathy,0.0,effect/phenotype
Abnormal nervous system physiology,0.0,effect/phenotype
Cystic hygroma,0.0,effect/phenotype
Impaired vibratory sensation,0.0,effect/phenotype
Bitemporal hemianopia,0.0,effect/phenotype
Abnormal visual field test,0.0,effect/phenotype
Central adrenal insufficiency,0.0,effect/phenotype
Horseshoe kidney,0.0,effect/phenotype
Dermatoglyphic ridges abnormal,0.0,effect/phenotype
Abnormal involuntary eye movements,0.0,effect/phenotype
Inferior vermis hypoplasia,0.0,effect/phenotype
Irregular proximal tibial epiphyses,0.0,effect/phenotype
Pulmonary valve atresia,0.0,effect/phenotype
Square face,0.0,effect/phenotype
Gaze-evoked nystagmus,0.0,effect/phenotype
Polyneuropathy,0.0,effect/phenotype
Abnormality of the distal phalanx of the thumb,0.0,effect/phenotype
Monotonic speech,0.0,effect/phenotype
Shyness,0.0,effect/phenotype
Hypomimic face,0.0,effect/phenotype
Deep philtrum,0.0,effect/phenotype
Abnormally large globe,0.0,effect/phenotype
Cortical dysplasia,0.0,effect/phenotype
Optic nerve hypoplasia,0.0,effect/phenotype
Hyporeflexia,0.0,effect/phenotype
Synophrys,0.0,effect/phenotype
Long toe,0.0,effect/phenotype
Abnormal left ventricle morphology,0.0,effect/phenotype
Holoprosencephaly,0.0,effect/phenotype
Macroorchidism,0.0,effect/phenotype
Hydrocele testis,0.0,effect/phenotype
Arachnodactyly,0.0,effect/phenotype
Delayed fine motor development,0.0,effect/phenotype
Decreased fertility,0.0,effect/phenotype
Dysphonia,0.0,effect/phenotype
Mild microcephaly,0.0,effect/phenotype
Cerebral ischemia,0.0,effect/phenotype
Lower limb spasticity,0.0,effect/phenotype
Gaze-evoked horizontal nystagmus,0.0,effect/phenotype
Truncal titubation,0.0,effect/phenotype
Diplopia,0.0,effect/phenotype
Spinal deformities,0.0,effect/phenotype
Bulbar palsy,0.0,effect/phenotype
Insulin-dependent but ketosis-resistant diabetes,0.0,effect/phenotype
Mixed demyelinating and axonal polyneuropathy,0.0,effect/phenotype
Episodic peripheral neuropathy,0.0,effect/phenotype
Progressive peripheral neuropathy,0.0,effect/phenotype
Plantar warts,0.0,effect/phenotype
Abnormality of the autonomic nervous system,0.0,effect/phenotype
Premature graying of hair,0.0,effect/phenotype
Increased adipose tissue,0.0,effect/phenotype
Interictal epileptiform activity,0.0,effect/phenotype
Reduced C-peptide level,0.0,effect/phenotype
Athetosis,0.0,effect/phenotype
Delayed menarche,0.0,effect/phenotype
Parietal cortical atrophy,0.0,effect/phenotype
Corpus callosum atrophy,0.0,effect/phenotype
Mononeuropathy,0.0,effect/phenotype
Weakness of orbicularis oculi muscle,0.0,effect/phenotype
Sex-limited autosomal dominant,0.0,effect/phenotype
Autosomal dominant somatic cell mutation,0.0,effect/phenotype
Autosomal dominant inheritance with paternal imprinting,0.0,effect/phenotype
Autosomal dominant inheritance with maternal imprinting,0.0,effect/phenotype
Autosomal dominant germline de novo mutation,0.0,effect/phenotype
Vestibular dysfunction,0.0,effect/phenotype
Hypoplasia of the thymus,0.0,effect/phenotype
Elevated alpha-fetoprotein,0.0,effect/phenotype
Motor polyneuropathy,0.0,effect/phenotype
Abnormal muscle tone,0.0,effect/phenotype
Childhood-onset truncal obesity,0.0,effect/phenotype
Macular dystrophy,0.0,effect/phenotype
Abnormal chorioretinal morphology,0.0,effect/phenotype
Prematurely aged appearance,0.0,effect/phenotype
Aplasia/Hypoplasia of the skin,0.0,effect/phenotype
Decreased activity of mitochondrial complex IV,0.0,effect/phenotype
Palmar warts,0.0,effect/phenotype
Late onset,0.0,effect/phenotype
Sensorimotor polyneuropathy affecting arms more than legs,0.0,effect/phenotype
Chronic furunculosis,0.0,effect/phenotype
Recurrent bronchitis,0.0,effect/phenotype
Verrucae,0.0,effect/phenotype
Abnormal hair morphology,0.0,effect/phenotype
Chronic fatigue,0.0,effect/phenotype
Thickened nuchal skin fold,0.0,effect/phenotype
Short 5th metacarpal,0.0,effect/phenotype
Very long chain fatty acid accumulation,0.0,effect/phenotype
Hypoketotic hypoglycemia,0.0,effect/phenotype
Increased susceptibility to fractures,0.0,effect/phenotype
Mental deterioration,0.0,effect/phenotype
Oculomotor apraxia,0.0,effect/phenotype
Postural tremor,0.0,effect/phenotype
Hypoglycemic seizures,0.0,effect/phenotype
Pituitary prolactin cell adenoma,0.0,effect/phenotype
Positive Romberg sign,0.0,effect/phenotype
Sensorimotor neuropathy,0.0,effect/phenotype
Poor motor coordination,0.0,effect/phenotype
Diffuse cerebral atrophy,0.0,effect/phenotype
Saccadic smooth pursuit,0.0,effect/phenotype
Ophthalmoplegia,0.0,effect/phenotype
Proportionate short stature,0.0,effect/phenotype
Hand tremor,0.0,effect/phenotype
Gonadoblastoma,0.0,effect/phenotype
Gastrointestinal angiodysplasia,0.0,effect/phenotype
Hyperconvex fingernails,0.0,effect/phenotype
Adult-onset night blindness,0.0,effect/phenotype
Vitreous floaters,0.0,effect/phenotype
Distal sensory impairment,0.0,effect/phenotype
Asteroid hyalosis,0.0,effect/phenotype
Impaired use of nonverbal behaviors,0.0,effect/phenotype
Brisk reflexes,0.0,effect/phenotype
