node,degree_centrality,node_type
VEGFR2 mediated vascular permeability,0.0001640823693494134,pathway
Translocation of SLC2A4 (GLUT4) to the plasma membrane,0.0001640823693494134,pathway
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,0.0001640823693494134,pathway
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,0.0001640823693494134,pathway
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",0.0001640823693494134,pathway
Assembly of active LPL and LIPC lipase complexes,0.0001640823693494134,pathway
G beta:gamma signalling through PI3Kgamma,0.0001640823693494134,pathway
Methylation,0.0001640823693494134,pathway
TNFR1-induced NFkappaB signaling pathway,0.0001640823693494134,pathway
TNFR1-mediated ceramide production,0.0001640823693494134,pathway
TNF signaling,0.0001640823693494134,pathway
The NLRP1 inflammasome,0.0001640823693494134,pathway
Dectin-1 mediated noncanonical NF-kB signaling,0.0001640823693494134,pathway
Vasopressin regulates renal water homeostasis via Aquaporins,0.0001640823693494134,pathway
Calcitonin-like ligand receptors,8.20411846747067e-05,pathway
Estrogen-dependent gene expression,8.20411846747067e-05,pathway
Defective GCK causes maturity-onset diabetes of the young 2 (MODY2),8.20411846747067e-05,pathway
RUNX3 regulates BCL2L11 (BIM) transcription,8.20411846747067e-05,pathway
FOXO-mediated transcription of cell death genes,8.20411846747067e-05,pathway
Activation of BIM and translocation to mitochondria ,8.20411846747067e-05,pathway
Cyclin D associated events in G1,8.20411846747067e-05,pathway
Regulation of RUNX1 Expression and Activity,8.20411846747067e-05,pathway
"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",8.20411846747067e-05,pathway
NRAGE signals death through JNK,8.20411846747067e-05,pathway
AKT-mediated inactivation of FOXO1A,8.20411846747067e-05,pathway
Activated NTRK3 signals through PI3K,8.20411846747067e-05,pathway
Carnitine metabolism,8.20411846747067e-05,pathway
Signaling by Retinoic Acid,8.20411846747067e-05,pathway
Choline catabolism,8.20411846747067e-05,pathway
Disinhibition of SNARE formation,8.20411846747067e-05,pathway
Defective OGG1 Substrate Processing,8.20411846747067e-05,pathway
NOTCH2 intracellular domain regulates transcription,8.20411846747067e-05,pathway
Defective LFNG causes SCDO3,8.20411846747067e-05,pathway
Defective OGG1 Localization,8.20411846747067e-05,pathway
Zinc efflux and compartmentalization by the SLC30 family,8.20411846747067e-05,pathway
Adenylate cyclase activating pathway,8.20411846747067e-05,pathway
Stimulation of the cell death response by PAK-2p34,8.20411846747067e-05,pathway
Apoptotic cleavage of cell adhesion  proteins,8.20411846747067e-05,pathway
Defective OGG1 Substrate Binding,8.20411846747067e-05,pathway
Pre-NOTCH Transcription and Translation,8.20411846747067e-05,pathway
NOTCH4 Intracellular Domain Regulates Transcription,8.20411846747067e-05,pathway
Pre-NOTCH Processing in the Endoplasmic Reticulum,8.20411846747067e-05,pathway
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,8.20411846747067e-05,pathway
Cleavage of the damaged pyrimidine ,8.20411846747067e-05,pathway
Recognition and association of DNA glycosylase with site containing an affected purine,8.20411846747067e-05,pathway
Cleavage of the damaged purine,8.20411846747067e-05,pathway
"SMAC, XIAP-regulated apoptotic response",8.20411846747067e-05,pathway
Pyroptosis,8.20411846747067e-05,pathway
Hedgehog 'off' state,8.20411846747067e-05,pathway
Adenylate cyclase inhibitory pathway,8.20411846747067e-05,pathway
Displacement of DNA glycosylase by APEX1,8.20411846747067e-05,pathway
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,8.20411846747067e-05,pathway
Caspase activation via Dependence Receptors in the absence of ligand,8.20411846747067e-05,pathway
PDE3B signalling,8.20411846747067e-05,pathway
Inhibition of TSC complex formation by PKB,8.20411846747067e-05,pathway
AKT phosphorylates targets in the cytosol,8.20411846747067e-05,pathway
AKT phosphorylates targets in the nucleus,8.20411846747067e-05,pathway
Negative regulation of the PI3K/AKT network,8.20411846747067e-05,pathway
FCGR3A-mediated IL10 synthesis,8.20411846747067e-05,pathway
Activation of AKT2,8.20411846747067e-05,pathway
Regulation of TP53 Activity through Association with Co-factors,8.20411846747067e-05,pathway
PKA activation,8.20411846747067e-05,pathway
PKA activation in glucagon signalling,8.20411846747067e-05,pathway
Downregulation of ERBB2:ERBB3 signaling,8.20411846747067e-05,pathway
WNT5A-dependent internalization of FZD4,8.20411846747067e-05,pathway
Depolymerisation of the Nuclear Lamina,8.20411846747067e-05,pathway
Trafficking of GluR2-containing AMPA receptors,8.20411846747067e-05,pathway
Constitutive Signaling by AKT1 E17K in Cancer,8.20411846747067e-05,pathway
Response to elevated platelet cytosolic Ca2+,8.20411846747067e-05,pathway
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,8.20411846747067e-05,pathway
WNT5:FZD7-mediated leishmania damping,8.20411846747067e-05,pathway
CDC42 GTPase cycle,8.20411846747067e-05,pathway
RAC1 GTPase cycle,8.20411846747067e-05,pathway
VEGFR2 mediated cell proliferation,8.20411846747067e-05,pathway
CTLA4 inhibitory signaling,8.20411846747067e-05,pathway
Regulation of TP53 Degradation,8.20411846747067e-05,pathway
Degradation of cysteine and homocysteine,8.20411846747067e-05,pathway
RAC2 GTPase cycle,8.20411846747067e-05,pathway
RAC3 GTPase cycle,8.20411846747067e-05,pathway
NOTCH2 Activation and Transmission of Signal to the Nucleus,8.20411846747067e-05,pathway
RAB GEFs exchange GTP for GDP on RABs,8.20411846747067e-05,pathway
RUNX2 regulates genes involved in cell migration,8.20411846747067e-05,pathway
Regulation of localization of FOXO transcription factors,8.20411846747067e-05,pathway
CD28 dependent PI3K/Akt signaling,8.20411846747067e-05,pathway
Regulation of TP53 Activity through Acetylation,8.20411846747067e-05,pathway
VEGFA-VEGFR2 Pathway,8.20411846747067e-05,pathway
Cross-presentation of particulate exogenous antigens (phagosomes),8.20411846747067e-05,pathway
Cyclin E associated events during G1/S transition ,8.20411846747067e-05,pathway
Cyclin A:Cdk2-associated events at S phase entry,8.20411846747067e-05,pathway
Sperm Motility And Taxes,8.20411846747067e-05,pathway
Notch-HLH transcription pathway,8.20411846747067e-05,pathway
TP53 Regulates Metabolic Genes,8.20411846747067e-05,pathway
COPI-mediated anterograde transport,8.20411846747067e-05,pathway
NGF-stimulated transcription,8.20411846747067e-05,pathway
GRB2 events in EGFR signaling,8.20411846747067e-05,pathway
GAB1 signalosome,8.20411846747067e-05,pathway
SHC1 events in EGFR signaling,8.20411846747067e-05,pathway
Signaling by ERBB2 TMD/JMD mutants,8.20411846747067e-05,pathway
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,8.20411846747067e-05,pathway
Signaling by ERBB4,8.20411846747067e-05,pathway
EGFR interacts with phospholipase C-gamma,8.20411846747067e-05,pathway
PI3K events in ERBB2 signaling,8.20411846747067e-05,pathway
GRB2 events in ERBB2 signaling,8.20411846747067e-05,pathway
EGFR downregulation,8.20411846747067e-05,pathway
Signaling by ERBB2 KD Mutants,8.20411846747067e-05,pathway
Signaling by ERBB2 ECD mutants,8.20411846747067e-05,pathway
Inhibition of Signaling by Overexpressed EGFR,8.20411846747067e-05,pathway
Constitutive Signaling by EGFRvIII,8.20411846747067e-05,pathway
Signaling by ERBB2,8.20411846747067e-05,pathway
The fatty acid cycling model,8.20411846747067e-05,pathway
SHC1 events in ERBB2 signaling,8.20411846747067e-05,pathway
PLCG1 events in ERBB2 signaling,8.20411846747067e-05,pathway
The proton buffering model,8.20411846747067e-05,pathway
ATF4 activates genes in response to endoplasmic reticulum  stress,8.20411846747067e-05,pathway
Response of EIF2AK4 (GCN2) to amino acid deficiency,8.20411846747067e-05,pathway
Response of EIF2AK1 (HRI) to heme deficiency,8.20411846747067e-05,pathway
Cysteine formation from homocysteine,8.20411846747067e-05,pathway
MAP3K8 (TPL2)-dependent MAPK1/3 activation,8.20411846747067e-05,pathway
Dopamine Neurotransmitter Release Cycle,8.20411846747067e-05,pathway
Intestinal hexose absorption,8.20411846747067e-05,pathway
Triglyceride catabolism,8.20411846747067e-05,pathway
Sensory processing of sound by inner hair cells of the cochlea,8.20411846747067e-05,pathway
"GABA synthesis, release, reuptake and degradation",8.20411846747067e-05,pathway
Acetylcholine Neurotransmitter Release Cycle,8.20411846747067e-05,pathway
Synthesis of PA,8.20411846747067e-05,pathway
Norepinephrine Neurotransmitter Release Cycle,8.20411846747067e-05,pathway
Serotonin Neurotransmitter Release Cycle,8.20411846747067e-05,pathway
Toxicity of botulinum toxin type A (botA),8.20411846747067e-05,pathway
Toxicity of botulinum toxin type C (botC),8.20411846747067e-05,pathway
Toxicity of botulinum toxin type E (botE),8.20411846747067e-05,pathway
ERBB2 Regulates Cell Motility,8.20411846747067e-05,pathway
Downregulation of ERBB2 signaling,8.20411846747067e-05,pathway
Activation of C3 and C5,8.20411846747067e-05,pathway
Cargo recognition for clathrin-mediated endocytosis,8.20411846747067e-05,pathway
Clathrin-mediated endocytosis,8.20411846747067e-05,pathway
PTK6 promotes HIF1A stabilization,8.20411846747067e-05,pathway
Alternative complement activation,8.20411846747067e-05,pathway
Regulation of Complement cascade,8.20411846747067e-05,pathway
TP53 Regulates Transcription of Death Receptors and Ligands,8.20411846747067e-05,pathway
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,8.20411846747067e-05,pathway
NOTCH3 Activation and Transmission of Signal to the Nucleus,8.20411846747067e-05,pathway
Signal transduction by L1,8.20411846747067e-05,pathway
Signaling by EGFR,8.20411846747067e-05,pathway
ERBB2 Activates PTK6 Signaling,8.20411846747067e-05,pathway
EGFR Transactivation by Gastrin,8.20411846747067e-05,pathway
Signalling to p38 via RIT and RIN,8.20411846747067e-05,pathway
Spry regulation of FGF signaling,8.20411846747067e-05,pathway
Frs2-mediated activation,8.20411846747067e-05,pathway
ARMS-mediated activation,8.20411846747067e-05,pathway
Negative regulation of MAPK pathway,8.20411846747067e-05,pathway
Negative feedback regulation of MAPK pathway,8.20411846747067e-05,pathway
Synthesis of IP3 and IP4 in the cytosol,8.20411846747067e-05,pathway
Interleukin receptor SHC signaling,8.20411846747067e-05,pathway
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,8.20411846747067e-05,pathway
Reversal of alkylation damage by DNA dioxygenases,8.20411846747067e-05,pathway
Abacavir transmembrane transport,8.20411846747067e-05,pathway
Antimicrobial peptides,8.20411846747067e-05,pathway
Organic cation transport,8.20411846747067e-05,pathway
Defective MAT1A causes MATD,8.20411846747067e-05,pathway
Chylomicron clearance,8.20411846747067e-05,pathway
Signaling by BMP,8.20411846747067e-05,pathway
Integrin signaling,8.20411846747067e-05,pathway
Regulation of IFNG signaling,8.20411846747067e-05,pathway
PTK6 Down-Regulation,8.20411846747067e-05,pathway
Regulation of IFNA signaling,8.20411846747067e-05,pathway
MECP2 regulates neuronal receptors and channels,8.20411846747067e-05,pathway
Negative regulation of MET activity,8.20411846747067e-05,pathway
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,8.20411846747067e-05,pathway
Astrocytic Glutamate-Glutamine Uptake And Metabolism,8.20411846747067e-05,pathway
Effects of PIP2 hydrolysis,8.20411846747067e-05,pathway
Transport of inorganic cations/anions and amino acids/oligopeptides,8.20411846747067e-05,pathway
Phase 4 - resting membrane potential,8.20411846747067e-05,pathway
AMPK inhibits chREBP transcriptional activation activity,8.20411846747067e-05,pathway
Erythropoietin activates STAT5,8.20411846747067e-05,pathway
Erythropoietin activates RAS,8.20411846747067e-05,pathway
Generic Transcription Pathway,8.20411846747067e-05,pathway
Synthesis of Dolichyl-phosphate,8.20411846747067e-05,pathway
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,8.20411846747067e-05,pathway
TGF-beta receptor signaling activates SMADs,8.20411846747067e-05,pathway
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),8.20411846747067e-05,pathway
Syndecan interactions,8.20411846747067e-05,pathway
RUNX3 regulates p14-ARF,8.20411846747067e-05,pathway
Defective DHDDS causes retinitis pigmentosa 59,8.20411846747067e-05,pathway
Influenza Virus Induced Apoptosis,8.20411846747067e-05,pathway
Cell surface interactions at the vascular wall,8.20411846747067e-05,pathway
Molecules associated with elastic fibres,8.20411846747067e-05,pathway
Downregulation of TGF-beta receptor signaling,8.20411846747067e-05,pathway
TGFBR2 MSI Frameshift Mutants in Cancer,8.20411846747067e-05,pathway
SMAD2/3 Phosphorylation Motif Mutants in Cancer,8.20411846747067e-05,pathway
ECM proteoglycans,8.20411846747067e-05,pathway
CLEC7A (Dectin-1) induces NFAT activation,8.20411846747067e-05,pathway
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),8.20411846747067e-05,pathway
FCERI mediated Ca+2 mobilization,8.20411846747067e-05,pathway
Calcineurin activates NFAT,8.20411846747067e-05,pathway
TGFBR2 Kinase Domain Mutants in Cancer,8.20411846747067e-05,pathway
RUNX3 regulates CDKN1A transcription,8.20411846747067e-05,pathway
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,8.20411846747067e-05,pathway
SHC-mediated cascade:FGFR1,8.20411846747067e-05,pathway
Downstream signaling of activated FGFR1,8.20411846747067e-05,pathway
Phospholipase C-mediated cascade: FGFR1,8.20411846747067e-05,pathway
Class A/1 (Rhodopsin-like receptors),8.20411846747067e-05,pathway
FRS-mediated FGFR1 signaling,8.20411846747067e-05,pathway
Negative regulation of FGFR1 signaling,8.20411846747067e-05,pathway
PI-3K cascade:FGFR1,8.20411846747067e-05,pathway
FGFR1c and Klotho ligand binding and activation,8.20411846747067e-05,pathway
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",8.20411846747067e-05,pathway
Vitamin C (ascorbate) metabolism,8.20411846747067e-05,pathway
Lactose synthesis,8.20411846747067e-05,pathway
Activation of anterior HOX genes in hindbrain development during early embryogenesis,8.20411846747067e-05,pathway
Binding of TCF/LEF:CTNNB1 to target gene promoters,8.20411846747067e-05,pathway
Formation of the beta-catenin:TCF transactivating complex,8.20411846747067e-05,pathway
RUNX3 regulates WNT signaling,8.20411846747067e-05,pathway
Repression of WNT target genes,8.20411846747067e-05,pathway
Signaling by TCF7L2 mutants,8.20411846747067e-05,pathway
TGFBR1 LBD Mutants in Cancer,8.20411846747067e-05,pathway
TGFBR1 KD Mutants in Cancer,8.20411846747067e-05,pathway
Regulation of lipid metabolism by PPARalpha,8.20411846747067e-05,pathway
Signaling by Erythropoietin,8.20411846747067e-05,pathway
Activation of Matrix Metalloproteinases,8.20411846747067e-05,pathway
Erythropoietin activates Phosphoinositide-3-kinase (PI3K),8.20411846747067e-05,pathway
Activation of gene expression by SREBF (SREBP),8.20411846747067e-05,pathway
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",8.20411846747067e-05,pathway
O-glycosylation of TSR domain-containing proteins,8.20411846747067e-05,pathway
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",8.20411846747067e-05,pathway
eNOS activation,8.20411846747067e-05,pathway
NOSIP mediated eNOS trafficking,8.20411846747067e-05,pathway
NOSTRIN mediated eNOS trafficking,8.20411846747067e-05,pathway
Erythropoietin activates Phospholipase C gamma (PLCG),8.20411846747067e-05,pathway
Integration of viral DNA into host genomic DNA,8.20411846747067e-05,pathway
Inhibition of nitric oxide production,8.20411846747067e-05,pathway
Maturation of spike protein,8.20411846747067e-05,pathway
N-Glycan antennae elongation,8.20411846747067e-05,pathway
Termination of O-glycan biosynthesis,8.20411846747067e-05,pathway
Tie2 Signaling,8.20411846747067e-05,pathway
Glutathione conjugation,8.20411846747067e-05,pathway
Sialic acid metabolism,8.20411846747067e-05,pathway
Maturation of protein 3a,8.20411846747067e-05,pathway
XBP1(S) activates chaperone genes,8.20411846747067e-05,pathway
Thrombin signalling through proteinase activated receptors (PARs),8.20411846747067e-05,pathway
Presynaptic function of Kainate receptors,8.20411846747067e-05,pathway
G alpha (12/13) signalling events,8.20411846747067e-05,pathway
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,8.20411846747067e-05,pathway
G beta:gamma signalling through CDC42,8.20411846747067e-05,pathway
G beta:gamma signalling through PLC beta,8.20411846747067e-05,pathway
ADP signalling through P2Y purinoceptor 1,8.20411846747067e-05,pathway
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),8.20411846747067e-05,pathway
Aflatoxin activation and detoxification,8.20411846747067e-05,pathway
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),8.20411846747067e-05,pathway
Synthesis of 5-eicosatetraenoic acids,8.20411846747067e-05,pathway
Synthesis of 12-eicosatetraenoic acid derivatives,8.20411846747067e-05,pathway
Biosynthesis of maresin-like SPMs,8.20411846747067e-05,pathway
RAS processing,8.20411846747067e-05,pathway
STAT5 activation downstream of FLT3 ITD mutants,8.20411846747067e-05,pathway
Synthesis of 15-eicosatetraenoic acid derivatives,8.20411846747067e-05,pathway
SUMOylation of immune response proteins,8.20411846747067e-05,pathway
Biosynthesis of protectins,8.20411846747067e-05,pathway
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,8.20411846747067e-05,pathway
G-protein activation,8.20411846747067e-05,pathway
Degradation of GLI1 by the proteasome,8.20411846747067e-05,pathway
Hh mutants are degraded by ERAD,8.20411846747067e-05,pathway
Regulation of expression of SLITs and ROBOs,8.20411846747067e-05,pathway
Degradation of GLI2 by the proteasome,8.20411846747067e-05,pathway
GLI3 is processed to GLI3R by the proteasome,8.20411846747067e-05,pathway
RUNX1 regulates transcription of genes involved in differentiation of HSCs,8.20411846747067e-05,pathway
ROS sensing by NFE2L2,8.20411846747067e-05,pathway
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,8.20411846747067e-05,pathway
The role of GTSE1 in G2/M progression after G2 checkpoint,8.20411846747067e-05,pathway
NADE modulates death signalling,8.20411846747067e-05,pathway
TRAIL  signaling,8.20411846747067e-05,pathway
TLR3-mediated TICAM1-dependent programmed cell death,8.20411846747067e-05,pathway
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,8.20411846747067e-05,pathway
Defective RIPK1-mediated regulated necrosis,8.20411846747067e-05,pathway
Microbial modulation of RIPK1-mediated regulated necrosis,8.20411846747067e-05,pathway
Regulation of necroptotic cell death,8.20411846747067e-05,pathway
TRIF-mediated programmed cell death,8.20411846747067e-05,pathway
NOD1/2 Signaling Pathway,8.20411846747067e-05,pathway
"Activation, myristolyation of BID and translocation to mitochondria",8.20411846747067e-05,pathway
Orc1 removal from chromatin,8.20411846747067e-05,pathway
Hedgehog ligand biogenesis,8.20411846747067e-05,pathway
Degradation of DVL,8.20411846747067e-05,pathway
Asymmetric localization of PCP proteins,8.20411846747067e-05,pathway
Signaling by Hippo,8.20411846747067e-05,pathway
Activation of caspases through apoptosome-mediated cleavage,8.20411846747067e-05,pathway
SMAC (DIABLO) binds to IAPs ,8.20411846747067e-05,pathway
SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ,8.20411846747067e-05,pathway
Apoptosis induced DNA fragmentation,8.20411846747067e-05,pathway
Apoptotic execution phase,8.20411846747067e-05,pathway
Regulation of HMOX1 expression and activity,8.20411846747067e-05,pathway
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,8.20411846747067e-05,pathway
Iron uptake and transport,8.20411846747067e-05,pathway
Post-translational modification: synthesis of GPI-anchored proteins,8.20411846747067e-05,pathway
G beta:gamma signalling through BTK,8.20411846747067e-05,pathway
ADP signalling through P2Y purinoceptor 12,8.20411846747067e-05,pathway
Activation of G protein gated Potassium channels,8.20411846747067e-05,pathway
Heme degradation,8.20411846747067e-05,pathway
Thromboxane signalling through TP receptor,8.20411846747067e-05,pathway
