node,degree_centrality,node_type
Juvenile onset,0.0002461235540241201,effect/phenotype
Abnormal circulating lipid concentration,0.0002461235540241201,effect/phenotype
Kyphoscoliosis,0.0002461235540241201,effect/phenotype
Progressive,0.0002461235540241201,effect/phenotype
Agenesis of corpus callosum,0.0002461235540241201,effect/phenotype
Pancreatitis,0.0002461235540241201,effect/phenotype
Difficulty standing,0.0002461235540241201,effect/phenotype
Pointed chin,0.0002461235540241201,effect/phenotype
Abnormal cerebral white matter morphology,0.0002461235540241201,effect/phenotype
Hypoplasia of the corpus callosum,0.0002461235540241201,effect/phenotype
Large hands,0.0002461235540241201,effect/phenotype
Limited elbow extension,0.0001640823693494134,effect/phenotype
Prominent nasal bridge,0.0001640823693494134,effect/phenotype
Narrow chest,0.0001640823693494134,effect/phenotype
Hypoplasia of dental enamel,0.0001640823693494134,effect/phenotype
Progeroid facial appearance,0.0001640823693494134,effect/phenotype
Cleft palate,0.0001640823693494134,effect/phenotype
Abnormality of the pinna,0.0001640823693494134,effect/phenotype
Short distal phalanx of finger,0.0001640823693494134,effect/phenotype
Microtia,0.0001640823693494134,effect/phenotype
Abnormal cerebral vascular morphology,0.0001640823693494134,effect/phenotype
Cafe-au-lait spot,0.0001640823693494134,effect/phenotype
Telecanthus,0.0001640823693494134,effect/phenotype
Cardiomyopathy,0.0001640823693494134,effect/phenotype
Dry skin,0.0001640823693494134,effect/phenotype
Parkinsonism,0.0001640823693494134,effect/phenotype
Narrow palpebral fissure,0.0001640823693494134,effect/phenotype
Nasogastric tube feeding,0.0001640823693494134,effect/phenotype
Iron deficiency anemia,0.0001640823693494134,effect/phenotype
Single transverse palmar crease,0.0001640823693494134,effect/phenotype
Hip contracture,0.0001640823693494134,effect/phenotype
Recurrent upper respiratory tract infections,0.0001640823693494134,effect/phenotype
Midface retrusion,0.0001640823693494134,effect/phenotype
Decreased testicular size,0.0001640823693494134,effect/phenotype
Recurrent hypoglycemia,0.0001640823693494134,effect/phenotype
Salmonella osteomyelitis,0.0001640823693494134,effect/phenotype
Underdeveloped nasal alae,0.0001640823693494134,effect/phenotype
Full cheeks,0.0001640823693494134,effect/phenotype
Femoral bowing,0.0001640823693494134,effect/phenotype
Microdontia,0.0001640823693494134,effect/phenotype
Portal hypertension,0.0001640823693494134,effect/phenotype
Hypotelorism,0.0001640823693494134,effect/phenotype
Exocrine pancreatic insufficiency,0.0001640823693494134,effect/phenotype
Female hypogonadism,0.0001640823693494134,effect/phenotype
Nasal speech,0.0001640823693494134,effect/phenotype
Oligodontia,0.0001640823693494134,effect/phenotype
Childhood onset,0.0001640823693494134,effect/phenotype
Perifoveal ring of hyperautofluorescence,0.0001640823693494134,effect/phenotype
Accelerated skeletal maturation,0.0001640823693494134,effect/phenotype
Cone-shaped epiphyses of the phalanges of the hand,0.0001640823693494134,effect/phenotype
Joint hyperflexibility,0.0001640823693494134,effect/phenotype
Elbow flexion contracture,0.0001640823693494134,effect/phenotype
Thin upper lip vermilion,0.0001640823693494134,effect/phenotype
Reduced visual acuity,0.0001640823693494134,effect/phenotype
Multifactorial inheritance,0.0001640823693494134,effect/phenotype
Ketoacidosis,0.0001640823693494134,effect/phenotype
Micronodular cirrhosis,0.0001640823693494134,effect/phenotype
Myopathy,0.0001640823693494134,effect/phenotype
Joint hypermobility,0.0001640823693494134,effect/phenotype
Nyctalopia,0.0001640823693494134,effect/phenotype
Hypercholesterolemia,0.0001640823693494134,effect/phenotype
Brain atrophy,0.0001640823693494134,effect/phenotype
Abdominal obesity,0.0001640823693494134,effect/phenotype
Bifid uvula,0.0001640823693494134,effect/phenotype
Anorexia,0.0001640823693494134,effect/phenotype
Hypoalbuminemia,0.0001640823693494134,effect/phenotype
Severe periodontitis,0.0001640823693494134,effect/phenotype
Bone pain,0.0001640823693494134,effect/phenotype
Renal cyst,0.0001640823693494134,effect/phenotype
Thrombocytosis,0.0001640823693494134,effect/phenotype
Tetralogy of Fallot,0.0001640823693494134,effect/phenotype
Small hand,0.0001640823693494134,effect/phenotype
Thin vermilion border,0.0001640823693494134,effect/phenotype
Telangiectasia of the skin,0.0001640823693494134,effect/phenotype
Ventriculomegaly,0.0001640823693494134,effect/phenotype
Downslanted palpebral fissures,0.0001640823693494134,effect/phenotype
Biparietal narrowing,0.0001640823693494134,effect/phenotype
Thrombocytopenia,0.0001640823693494134,effect/phenotype
Thick upper lip vermilion,0.0001640823693494134,effect/phenotype
Platyspondyly,0.0001640823693494134,effect/phenotype
Esophageal varix,0.0001640823693494134,effect/phenotype
Liver abscess,0.0001640823693494134,effect/phenotype
Abnormality of metabolism/homeostasis,0.0001640823693494134,effect/phenotype
Low anterior hairline,0.0001640823693494134,effect/phenotype
Overweight,0.0001640823693494134,effect/phenotype
Short foot,0.0001640823693494134,effect/phenotype
Glomerulopathy,0.0001640823693494134,effect/phenotype
Reduced tendon reflexes,0.0001640823693494134,effect/phenotype
Arthritis,0.0001640823693494134,effect/phenotype
Chorioretinal coloboma,0.0001640823693494134,effect/phenotype
Chronic otitis media,0.0001640823693494134,effect/phenotype
Prominent supraorbital ridges,0.0001640823693494134,effect/phenotype
Abnormal enzyme/coenzyme activity,0.0001640823693494134,effect/phenotype
Abnormal sella turcica morphology,0.0001640823693494134,effect/phenotype
Malar flattening,0.0001640823693494134,effect/phenotype
Open bite,0.0001640823693494134,effect/phenotype
Increased intracranial pressure,0.0001640823693494134,effect/phenotype
Clumsiness,0.0001640823693494134,effect/phenotype
Widely spaced teeth,0.0001640823693494134,effect/phenotype
Oligosacchariduria,0.0001640823693494134,effect/phenotype
Cerebellar hypoplasia,0.0001640823693494134,effect/phenotype
Variable expressivity,0.0001640823693494134,effect/phenotype
Recurrent gastroenteritis,0.0001640823693494134,effect/phenotype
Bilateral talipes equinovarus,0.0001640823693494134,effect/phenotype
Joint laxity,0.0001640823693494134,effect/phenotype
Craniosynostosis,0.0001640823693494134,effect/phenotype
Talipes valgus,0.0001640823693494134,effect/phenotype
Disproportionate tall stature,0.0001640823693494134,effect/phenotype
Spastic tetraplegia,0.0001640823693494134,effect/phenotype
Increased reactive oxygen species production,0.0001640823693494134,effect/phenotype
Congenital onset,0.0001640823693494134,effect/phenotype
Sepsis,0.0001640823693494134,effect/phenotype
Pulmonary artery stenosis,0.0001640823693494134,effect/phenotype
Increased circulating ferritin concentration,0.0001640823693494134,effect/phenotype
Abnormal testis morphology,0.0001640823693494134,effect/phenotype
Delayed myelination,0.0001640823693494134,effect/phenotype
Bronchiectasis,0.0001640823693494134,effect/phenotype
Thick eyebrow,0.0001640823693494134,effect/phenotype
Camptodactyly,0.0001640823693494134,effect/phenotype
Dental crowding,0.0001640823693494134,effect/phenotype
Long philtrum,0.0001640823693494134,effect/phenotype
Flat occiput,0.0001640823693494134,effect/phenotype
Joint stiffness,0.0001640823693494134,effect/phenotype
Confusion,0.0001640823693494134,effect/phenotype
Sinusitis,0.0001640823693494134,effect/phenotype
Facial hypotonia,0.0001640823693494134,effect/phenotype
Abnormality of skeletal morphology,0.0001640823693494134,effect/phenotype
Macrocephaly,0.0001640823693494134,effect/phenotype
Broad forehead,0.0001640823693494134,effect/phenotype
Short sternum,0.0001640823693494134,effect/phenotype
Abnormality of the musculature,0.0001640823693494134,effect/phenotype
Retinopathy,0.0001640823693494134,effect/phenotype
Elevated hemoglobin A1c,0.0001640823693494134,effect/phenotype
Hypoinsulinemia,0.0001640823693494134,effect/phenotype
Abnormal C-peptide level,0.0001640823693494134,effect/phenotype
Glycosuria,0.0001640823693494134,effect/phenotype
Hyporeflexia of lower limbs,0.0001640823693494134,effect/phenotype
Left ventricular hypertrophy,0.0001640823693494134,effect/phenotype
Nail dystrophy,0.0001640823693494134,effect/phenotype
Macrotia,0.0001640823693494134,effect/phenotype
Paralysis,0.0001640823693494134,effect/phenotype
Speech apraxia,0.0001640823693494134,effect/phenotype
Neonatal hypotonia,0.0001640823693494134,effect/phenotype
Excessive daytime somnolence,0.0001640823693494134,effect/phenotype
Polyneuropathy,0.0001640823693494134,effect/phenotype
Male hypogonadism,0.0001640823693494134,effect/phenotype
Dilated fourth ventricle,0.0001640823693494134,effect/phenotype
Apraxia,0.0001640823693494134,effect/phenotype
Bilateral tonic-clonic seizure,0.0001640823693494134,effect/phenotype
Arachnodactyly,0.0001640823693494134,effect/phenotype
Synophrys,0.0001640823693494134,effect/phenotype
Abnormality of movement,0.0001640823693494134,effect/phenotype
Fasciculations,0.0001640823693494134,effect/phenotype
Autistic behavior,0.0001640823693494134,effect/phenotype
Testicular atrophy,0.0001640823693494134,effect/phenotype
Abnormality of the kidney,0.0001640823693494134,effect/phenotype
Blurred vision,0.0001640823693494134,effect/phenotype
Astrocytosis,0.0001640823693494134,effect/phenotype
Severe global developmental delay,0.0001640823693494134,effect/phenotype
Rigidity,0.0001640823693494134,effect/phenotype
Macular degeneration,0.0001640823693494134,effect/phenotype
Cutaneous abscess,0.0001640823693494134,effect/phenotype
Esotropia,0.0001640823693494134,effect/phenotype
Severely reduced visual acuity,0.0001640823693494134,effect/phenotype
Intention tremor,0.0001640823693494134,effect/phenotype
Deep philtrum,0.0001640823693494134,effect/phenotype
Palpebral edema,0.0001640823693494134,effect/phenotype
Sleep disturbance,0.0001640823693494134,effect/phenotype
Psychomotor retardation,0.0001640823693494134,effect/phenotype
Cerebellar vermis atrophy,0.0001640823693494134,effect/phenotype
Hypoplasia of the pons,0.0001640823693494134,effect/phenotype
Choreoathetosis,0.0001640823693494134,effect/phenotype
Hyperhidrosis,0.0001640823693494134,effect/phenotype
Delayed gross motor development,0.0001640823693494134,effect/phenotype
Thick vermilion border,0.0001640823693494134,effect/phenotype
Facial palsy,0.0001640823693494134,effect/phenotype
Small forehead,0.0001640823693494134,effect/phenotype
Furuncle,0.0001640823693494134,effect/phenotype
Downturned corners of mouth,0.0001640823693494134,effect/phenotype
Areflexia,0.0001640823693494134,effect/phenotype
High myopia,0.0001640823693494134,effect/phenotype
Broad face,0.0001640823693494134,effect/phenotype
Hypsarrhythmia,0.0001640823693494134,effect/phenotype
Generalized-onset seizure,0.0001640823693494134,effect/phenotype
Talipes equinovarus,0.0001640823693494134,effect/phenotype
Myoclonus,0.0001640823693494134,effect/phenotype
Distal muscle weakness,0.0001640823693494134,effect/phenotype
Knee flexion contracture,0.0001640823693494134,effect/phenotype
Sloping forehead,0.0001640823693494134,effect/phenotype
Hyperbilirubinemia,0.0001640823693494134,effect/phenotype
Polycystic ovaries,0.0001640823693494134,effect/phenotype
Sporadic,0.0001640823693494134,effect/phenotype
"Intellectual disability, severe",0.0001640823693494134,effect/phenotype
Delayed ability to walk,0.0001640823693494134,effect/phenotype
Distal lower limb amyotrophy,0.0001640823693494134,effect/phenotype
Foot osteomyelitis,0.0001640823693494134,effect/phenotype
Incomplete penetrance,0.0001640823693494134,effect/phenotype
Abnormal heart morphology,0.0001640823693494134,effect/phenotype
Cerebellar vermis hypoplasia,0.0001640823693494134,effect/phenotype
Broad-based gait,0.0001640823693494134,effect/phenotype
Renal insufficiency,0.0001640823693494134,effect/phenotype
Skin ulcer,0.0001640823693494134,effect/phenotype
Progressive visual field defects,0.0001640823693494134,effect/phenotype
Incoordination,0.0001640823693494134,effect/phenotype
High urinary gonadotropin level,0.0001640823693494134,effect/phenotype
Aortic arch aneurysm,0.0001640823693494134,effect/phenotype
Short toe,0.0001640823693494134,effect/phenotype
Increased upper to lower segment ratio,0.0001640823693494134,effect/phenotype
Abnormality of the ovary,0.0001640823693494134,effect/phenotype
Melanocytic nevus,0.0001640823693494134,effect/phenotype
Enlarged thorax,0.0001640823693494134,effect/phenotype
Abnormal forearm bone morphology,0.0001640823693494134,effect/phenotype
Hypoxemia,0.0001640823693494134,effect/phenotype
Methylmalonic acidemia,0.0001640823693494134,effect/phenotype
Dyssynergia,0.0001640823693494134,effect/phenotype
Chromosome breakage,0.0001640823693494134,effect/phenotype
Increased risk of pathogen mutation,0.0001640823693494134,effect/phenotype
Shuffling gait,0.0001640823693494134,effect/phenotype
Spastic gait,0.0001640823693494134,effect/phenotype
Ophthalmoplegia,0.0001640823693494134,effect/phenotype
Sensorimotor neuropathy,0.0001640823693494134,effect/phenotype
Progressive gait ataxia,0.0001640823693494134,effect/phenotype
Cognitive impairment,0.0001640823693494134,effect/phenotype
Late onset,0.0001640823693494134,effect/phenotype
Hypoplastic toenails,0.0001640823693494134,effect/phenotype
Prolonged QT interval,0.0001640823693494134,effect/phenotype
Cholestatic liver disease,0.0001640823693494134,effect/phenotype
Aplasia/Hypoplasia of the mandible,0.0001640823693494134,effect/phenotype
External ear malformation,0.0001640823693494134,effect/phenotype
Numerous congenital melanocytic nevi,0.0001640823693494134,effect/phenotype
Reduced bone mineral density,0.0001640823693494134,effect/phenotype
Nevus,0.0001640823693494134,effect/phenotype
Madelung deformity,0.0001640823693494134,effect/phenotype
Inverted nipples,0.0001640823693494134,effect/phenotype
Sensory neuropathy,0.0001640823693494134,effect/phenotype
Elevated serum creatine kinase,0.0001640823693494134,effect/phenotype
Enlargement of the distal femoral epiphysis,0.0001640823693494134,effect/phenotype
Aplasia/Hypoplasia of the nipples,0.0001640823693494134,effect/phenotype
Cystic hygroma,0.0001640823693494134,effect/phenotype
Short 4th metacarpal,0.0001640823693494134,effect/phenotype
Neck pterygia,0.0001640823693494134,effect/phenotype
Splayed toes,0.0001640823693494134,effect/phenotype
Thickened nuchal skin fold,0.0001640823693494134,effect/phenotype
Impaired use of nonverbal behaviors,0.0001640823693494134,effect/phenotype
Arterial dissection,0.0001640823693494134,effect/phenotype
Hypoplastic left heart,0.0001640823693494134,effect/phenotype
Short 5th metacarpal,0.0001640823693494134,effect/phenotype
Impaired vibratory sensation,0.0001640823693494134,effect/phenotype
Dermatoglyphic ridges abnormal,0.0001640823693494134,effect/phenotype
Aortic dissection,0.0001640823693494134,effect/phenotype
Hypermobility of toe joints,0.0001640823693494134,effect/phenotype
Shield chest,0.0001640823693494134,effect/phenotype
Secondary amenorrhea,0.0001640823693494134,effect/phenotype
Horseshoe kidney,0.0001640823693494134,effect/phenotype
Irregular proximal tibial epiphyses,0.0001640823693494134,effect/phenotype
Hyperconvex fingernails,0.0001640823693494134,effect/phenotype
Gastrointestinal angiodysplasia,0.0001640823693494134,effect/phenotype
Gonadoblastoma,0.0001640823693494134,effect/phenotype
Hand tremor,0.0001640823693494134,effect/phenotype
Hypertrophic cardiomyopathy,0.0001640823693494134,effect/phenotype
Recurrent bronchitis,0.0001640823693494134,effect/phenotype
Bradycardia,0.0001640823693494134,effect/phenotype
Vertigo,0.0001640823693494134,effect/phenotype
Arrhythmia,0.0001640823693494134,effect/phenotype
Peripheral axonal neuropathy,0.0001640823693494134,effect/phenotype
Recurrent streptococcal infections,0.0001640823693494134,effect/phenotype
Increased waist to hip ratio,0.0001640823693494134,effect/phenotype
Cardiorespiratory arrest,0.0001640823693494134,effect/phenotype
Mitochondrial inheritance,0.0001640823693494134,effect/phenotype
Recurrent staphylococcal infections,0.0001640823693494134,effect/phenotype
Color vision defect,8.20411846747067e-05,effect/phenotype
Thickened helices,8.20411846747067e-05,effect/phenotype
Abnormal cardiovascular system physiology,8.20411846747067e-05,effect/phenotype
Loss of subcutaneous adipose tissue from upper limbs,8.20411846747067e-05,effect/phenotype
Loss of truncal subcutaneous adipose tissue,8.20411846747067e-05,effect/phenotype
Calf muscle pseudohypertrophy,8.20411846747067e-05,effect/phenotype
Type IV atherosclerotic lesion,8.20411846747067e-05,effect/phenotype
Feeding difficulties in infancy,8.20411846747067e-05,effect/phenotype
Gray matter heterotopia,8.20411846747067e-05,effect/phenotype
Short femur,8.20411846747067e-05,effect/phenotype
