node,betweeness_centrality,node_type
Systemic autoinflammation,0.0,immune_effect/phenotype
Immune dysregulation,0.0,immune_effect/phenotype
Inflammation of the large intestine,0.0,immune_effect/phenotype
Partial absence of specific antibody response to tetanus vaccine,0.0,immune_effect/phenotype
Increased circulating IgA level,0.0,immune_effect/phenotype
Enlarged mesenteric lymph node,0.0,immune_effect/phenotype
Decreased specific pneumococcal antibody level,0.0,immune_effect/phenotype
Histiocytosis,0.0,immune_effect/phenotype
Autoimmune hemolytic anemia,0.0,immune_effect/phenotype
Complete or near-complete absence of specific antibody response to tetanus vaccine,0.0,immune_effect/phenotype
Increased circulating IgE level,0.0,immune_effect/phenotype
Eosinophilia,0.0,immune_effect/phenotype
Chronic lymphatic leukemia,0.0,immune_effect/phenotype
Autoimmune thrombocytopenia,0.0,immune_effect/phenotype
Smooth muscle antibody positivity,0.0,immune_effect/phenotype
B-cell lymphoma,0.0,immune_effect/phenotype
T lymphocytopenia,0.0,immune_effect/phenotype
Antimitochondrial antibody positivity,0.0,immune_effect/phenotype
Pigmentary retinopathy,0.0,immune_effect/phenotype
Epigastric pain,0.0,immune_effect/phenotype
Abnormality of complement system,0.0,immune_effect/phenotype
Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines,0.0,immune_effect/phenotype
Iris hypopigmentation,0.0,immune_effect/phenotype
Giant cell hepatitis,0.0,immune_effect/phenotype
Generalized hyperpigmentation,0.0,immune_effect/phenotype
Lymphocytosis,0.0,immune_effect/phenotype
